


<<< NEW FLIGHT DATA >>>


0.001745, 0.000000, 1000.000000, 0.000000, 2000.000000, 1000.000000, 9.995997, 10.003564, 10.007646, 9.992793, 0.005605, 0.000220, 0.001822, 0.005605, 0.000220, 0.001822, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, -0.000000, 0.008726, 0.000000, 0.000000, -1.513429, 3.951384, 0.012579, -0.000242, -0.000352, -0.001214, 0.001772, 14.950195, 0.561523, 8.605957
0.001745, 0.000000, 1000.000000, 0.000000, 2000.000000, 1000.000000, 9.976422, 10.015149, 9.992066, 10.016362, 0.003608, 0.004214, -0.015755, 0.003608, 0.004214, -0.015755, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.008726, 0.000000, 0.000000, -1.505222, 3.904824, 0.035865, 0.002954, -0.006743, 0.010503, 0.001821, 14.786133, 4.760742, 72.204590
0.001745, 0.000000, 1000.000000, 0.000000, 2000.000000, 1000.000000, 10.001723, 9.997838, 10.014703, 9.985736, 0.006271, 0.000220, 0.008213, 0.006271, 0.000220, 0.008213, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, -0.000000, 0.008726, 0.000000, 0.000000, -1.506003, 3.879679, 0.053842, -0.001307, -0.000352, -0.005475, 0.001910, 14.446289, 25.039673, 369.689911
0.001745, 0.000000, 1000.000000, -0.001745, 2000.000000, 1000.000000, 10.014600, 9.975640, 10.007606, 10.002154, -0.008377, 0.004880, 0.011103, -0.008377, 0.004880, 0.011103, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.008726, 0.000000, -0.008726, -1.406470, 3.794788, 0.060975, 0.022129, -0.007808, -0.016128, 0.002304, 14.797852, 5.081177, 113.586418
0.001745, 0.000000, 1000.000000, 0.000000, 2000.000000, 1000.000000, 10.028354, 9.979196, 10.020030, 9.972421, -0.000387, -0.003775, 0.024192, -0.000387, -0.003775, 0.024192, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, -0.000000, 0.008726, 0.000000, 0.000000, -1.356636, 3.789599, 0.059711, 0.009345, 0.006040, -0.016128, 0.002367, 14.825195, 4.360962, 66.223145
0.001745, 0.000000, 1000.000000, -0.001745, 2000.000000, 1000.000000, 9.979712, 10.019849, 9.991361, 10.009078, 0.005605, 0.000220, -0.014463, 0.005605, 0.000220, -0.014463, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.008726, 0.000000, -0.008726, -1.364723, 3.669333, 0.187177, -0.000242, -0.000352, 0.000916, 0.001862, 14.942383, 0.479126, 7.324218
0.001745, 0.000000, 1000.000000, -0.001745, 2000.000000, 1000.000000, 9.959740, 10.050474, 9.963398, 10.026388, 0.006936, -0.005107, -0.038432, 0.006936, -0.005107, -0.038432, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.008726, 0.000000, -0.008726, -1.340456, 3.631810, 0.225143, -0.002372, 0.008171, 0.016895, 0.002295, 14.840820, 3.280640, 49.926754
0.001745, 0.000000, 1000.000000, -0.001745, 2000.000000, 1000.000000, 9.969592, 10.033963, 9.975915, 10.020530, 0.004939, -0.001778, -0.027246, 0.004939, -0.001778, -0.027246, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.008726, 0.000000, -0.008726, -1.336164, 3.630920, 0.217753, 0.000823, 0.002844, 0.009438, 0.002293, 14.614258, 12.240601, 183.227524
0.001745, 0.000000, 1000.000000, -0.001745, 2000.000000, 1000.000000, 9.955611, 10.041286, 9.941960, 10.061143, -0.008377, 0.001551, -0.051215, -0.008377, 0.001551, -0.051215, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.008726, 0.000000, -0.008726, -1.260737, 3.573556, 0.220692, 0.022129, -0.002482, 0.025417, 0.002017, 14.739258, 6.719971, 101.379387
0.001745, 0.000000, 1000.000000, -0.001745, 2000.000000, 1000.000000, 10.008474, 9.996412, 10.004145, 9.990969, 0.000279, -0.002443, 0.006309, 0.000279, -0.002443, 0.006309, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.008726, 0.000000, -0.008726, -1.231269, 3.518585, 0.258558, 0.008280, 0.003910, -0.012932, 0.001942, 14.821289, 4.400635, 64.880371
