


<<< NEW FLIGHT DATA >>>


-0.001745, -0.001745, 1000.000000, 0.000000, 2000.000000, 1000.000000, 10.011267, 9.999632, 9.990841, 9.998260, -0.004763, -0.005450, 0.001054, -0.008726, -0.008726, 0.000000, 1.712697, -1.310825, -0.153697, -0.001105, -0.000006, -0.000719, 0.001750, 15.372070, 0.561523, 8.789062
-0.001745, 0.000000, 1000.000000, 0.000000, 2000.000000, 1000.000000, 9.995776, 10.001554, 9.987588, 10.015082, -0.005429, 0.001336, -0.008318, -0.008726, 0.000000, 0.000000, 1.711782, -1.300941, -0.146098, -0.000039, -0.002137, 0.005673, 0.001783, 15.204102, 5.679321, 88.500969
-0.001745, -0.001745, 1000.000000, 0.000000, 2000.000000, 1000.000000, 10.022198, 9.988701, 10.001772, 9.987329, -0.004763, -0.005450, 0.011985, -0.008726, -0.008726, 0.000000, 1.711719, -1.294552, -0.166704, -0.001105, -0.000006, -0.008176, 0.002105, 14.883789, 18.399048, 268.676758
-0.001745, -0.001745, 1000.000000, 0.000000, 2000.000000, 1000.000000, 9.970982, 10.003965, 9.927919, 10.097134, -0.034058, 0.012526, -0.050550, -0.008726, -0.008726, 0.000000, 1.760165, -1.337643, -0.153366, 0.045767, -0.028768, 0.034434, 0.001759, 15.168945, 13.040161, 200.988754
-0.001745, 0.000000, 1000.000000, 0.000000, 2000.000000, 1000.000000, 10.004252, 9.995740, 9.994733, 10.005275, -0.004763, 0.000004, -0.000507, -0.008726, 0.000000, 0.000000, 1.480670, -1.348197, -0.216890, -0.001105, -0.000006, 0.000346, 0.001750, 15.368164, 0.601196, 9.521484
-0.001745, -0.001745, 1000.000000, 0.000000, 2000.000000, 1000.000000, 10.000421, 10.009147, 9.982657, 10.007775, -0.004098, -0.004784, -0.008461, -0.008726, -0.008726, 0.000000, 1.486813, -1.344632, -0.227374, -0.002170, -0.001072, 0.005673, 0.001789, 15.176758, 7.040405, 109.497063
-0.001745, -0.001745, 1000.000000, 0.000000, 2000.000000, 1000.000000, 9.961161, 10.037754, 9.924757, 10.076328, -0.018745, 0.000542, -0.057041, -0.008726, -0.008726, 0.000000, 1.488294, -1.357732, -0.203805, 0.021266, -0.009594, 0.038696, 0.002316, 14.942383, 16.000366, 244.934067
-0.001745, 0.000000, 1000.000000, 0.000000, 2000.000000, 1000.000000, 9.998535, 10.002789, 9.966379, 10.032297, -0.015416, -0.000662, -0.017543, -0.008726, 0.000000, 0.000000, 1.559922, -1.363998, -0.195652, 0.015939, 0.001059, 0.012064, 0.002176, 15.172852, 6.399536, 99.487297
-0.001745, -0.001745, 1000.000000, 0.000000, 2000.000000, 1000.000000, 10.057922, 9.952976, 10.016191, 9.972910, -0.015416, -0.005450, 0.037057, -0.008726, -0.008726, 0.000000, 1.564073, -1.352351, -0.222777, 0.015939, -0.000006, -0.025220, 0.001874, 15.231445, 4.519653, 70.495605
-0.001745, 0.000000, 1000.000000, 0.000000, 2000.000000, 1000.000000, 10.021502, 9.973163, 9.996005, 10.009330, -0.015416, 0.002667, 0.008753, -0.008726, 0.000000, 0.000000, 1.639497, -1.339631, -0.241342, 0.015939, -0.004267, -0.006045, 0.001763, 15.250977, 4.238892, 66.223145
-0.001745, 0.000000, 1000.000000, 0.000000, 2000.000000, 1000.000000, 9.971577, 10.024420, 9.939423, 10.064581, -0.018079, 0.002001, -0.044501, -0.008726, 0.000000, 0.000000, 1.649430, -1.322322, -0.258321, 0.020200, -0.003202, 0.030173, 0.002257, 15.262695, 3.839111, 59.997555
-0.001745, 0.000000, 1000.000000, 0.000000, 2000.000000, 1000.000000, 9.972880, 10.021785, 9.963363, 10.041972, -0.007426, 0.002667, -0.031879, -0.008726, 0.000000, 0.000000, 1.748101, -1.331090, -0.273360, 0.003156, -0.004267, 0.021651, 0.001958, 15.258789, 4.238892, 66.223145
-0.001745, -0.001745, 1000.000000, 0.000000, 2000.000000, 1000.000000, 9.985056, 10.028507, 9.951313, 10.035124, -0.010090, -0.006781, -0.031816, -0.008726, -0.008726, 0.000000, 1.787326, -1.312898, -0.264934, 0.007417, 0.002124, 0.021651, 0.002206, 15.254883, 4.040527, 63.110348
-0.001745, 0.000000, 1000.000000, 0.000000, 2000.000000, 1000.000000, 10.026444, 9.980205, 10.010268, 9.983083, -0.004763, -0.003325, 0.018357, -0.008726, 0.000000, 0.000000, 1.833269, -1.322288, -0.256140, -0.001105, 0.005320, -0.012437, 0.002284, 15.258789, 4.238892, 66.223145
-0.001745, -0.001745, 1000.000000, 0.000000, 2000.000000, 1000.000000, 10.030792, 9.984102, 10.011698, 9.973408, -0.002100, -0.007447, 0.021245, -0.008726, -0.008726, 0.000000, 1.852092, -1.297964, -0.291768, -0.005366, 0.003189, -0.014567, 0.001758, 15.247070, 4.159546, 64.880371
-0.001745, 0.000000, 1000.000000, 0.000000, 2000.000000, 1000.000000, 9.989660, 10.003674, 9.965494, 10.041172, -0.015416, 0.003333, -0.022423, -0.008726, 0.000000, 0.000000, 1.883039, -1.302318, -0.280425, 0.015939, -0.005333, 0.015260, 0.001824, 15.270508, 4.440308, 69.396973
-0.001745, 0.000000, 1000.000000, 0.000000, 2000.000000, 1000.000000, 9.991342, 10.013976, 9.976497, 10.018186, -0.004763, -0.002659, -0.016081, -0.008726, 0.000000, 0.000000, 1.939040, -1.311287, -0.262268, -0.001105, 0.004255, 0.010999, 0.001812, 15.258789, 4.119873, 64.392090
-0.001745, 0.000000, 1000.000000, 0.000000, 2000.000000, 1000.000000, 10.043689, 9.956304, 10.027513, 9.972495, -0.008092, 0.000004, 0.035600, -0.008726, 0.000000, 0.000000, 1.938471, -1.295026, -0.266435, 0.004222, -0.000006, -0.024155, 0.002092, 15.254883, 3.601074, 56.274410
